SCHOOL,STATE,CITY,NOC,PROGRAM,TYPE,DEPARTMENT,DELIVERY,Credits,PREREQ,LINK,LOC_LAT,LOC_LONG,COUNTRY,TEACHING,INTERNATIONAL,RESEARCH,INCOME,TOTAL_SCORE,NUM_STUDENTS,STUDENT_STAFF_RATIO,INTERNATIONAL_STUDENTS,YEAR
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.7,59.3,85.1,100,83.7,"15,128",5.27,23%,2014
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,81.8,57.3,85.5,100,85.6,"15,128",5.27,23%,2013
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.6,59.7,84.2,100,83,"15,128",5.27,23%,2015
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Government Analytics,M,Advanced Academic Programs,"Online or 
Campus",30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,77.6,70,90.4,100,87.6,"15,128",5.27,23%,2016
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,78.9,59.9,86.5,100,85.8,"15,128",5.27,23%,2012
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,80.9,58.5,89.2,100,86.4,"15,128",5.27,23%,2011
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.7,59.3,85.1,100,83.7,"15,128",5.27,23%,2014
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,81.8,57.3,85.5,100,85.6,"15,128",5.27,23%,2013
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.6,59.7,84.2,100,83,"15,128",5.27,23%,2015
Johns Hopkins University,Maryland,Baltimore,5,Online Post-Bachelor's Certificate in Government Analytics,C,Advanced Academic Programs,Online,15,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,77.6,70,90.4,100,87.6,"15,128",5.27,23%,2016
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,78.9,59.9,86.5,100,85.8,"15,128",5.27,23%,2012
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,80.9,58.5,89.2,100,86.4,"15,128",5.27,23%,2011
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.7,59.3,85.1,100,83.7,"15,128",5.27,23%,2014
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,81.8,57.3,85.5,100,85.6,"15,128",5.27,23%,2013
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,75.6,59.7,84.2,100,83,"15,128",5.27,23%,2015
Johns Hopkins University,Maryland,Baltimore,5,Online Master of Science in Applied Economics,M,Advanced Academic Programs,Online,30,Not Available,http://carey.jhu.edu/academics/master-of-science/ms-in-information-systems/,39.3284,-76.6208,United States of America,77.6,70,90.4,100,87.6,"15,128",5.27,23%,2016
Kansas State University,Kansas,Manhattan,1,Applied Statistics Certificate,C,K-State Graduate School,Online,15,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,United States of America,22.9,41.7,17.5,43.1,67.6,"21,379",13.6,10%,2016
Kansas State University,Kansas,Manhattan,1,Applied Statistics Certificate,C,K-State Graduate School,Online,15,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,United States of America,27,41.5,16.5,39.2,67.6,"21,379",13.6,10%,2015
Kansas State University,Kansas,Manhattan,1,Applied Statistics Certificate,C,K-State Graduate School,Online,15,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,United States of America,26.1,34.1,15.5,38.7,67.6,"21,379",13.6,10%,2014
Kansas State University,Kansas,Manhattan,1,Applied Statistics Certificate,C,K-State Graduate School,Online,15,Not Available,http://global.k-state.edu/artsci/applied-stats/,39.1886,-96.5811,United States of America,20.9,23.6,13.8,36,67.6,"21,379",13.6,10%,2012
Kennesaw State University,Georgia,Kennesaw,3,Master of Science in Applied Statistics,M,Department of Mathematics & Statistics,Campus,36,math,https://analytics.kennesaw.edu/academics/grad/MSAS/index.html,34.0363,-84.5808,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Kennesaw State University,Georgia,Kennesaw,3,Online Certificate in Applied Statistics,C,Department of Statistics and Analytical Sciences,Online,15,Not Available,http://csm.kennesaw.edu/statistics/msas/index.php,34.0363,-84.5808,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Kennesaw State University,Georgia,Kennesaw,3,Ph.D. in Analytics and Data Science,M,College of Science & Mathematics,Campus,78,"math,statistics,computer science",https://analytics.kennesaw.edu/academics/grad/MSAS/msas-curr.html,34.0363,-84.5808,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Lewis University,Illinois,Romeoville,2,Online Master of Science in Data Science,M,Not Available,Online,36,math,http://online.lewisu.edu/msds/data-science.asp,41.6054,-88.079,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Lewis University,Illinois,Romeoville,2,"Business Analytics, M.S.",M,College of Business,Online,36,Not Available,http://online.lewisu.edu/admissions/application-checklist,41.6054,-88.079,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Loras College,Iowa,Dubuque,1,Executive MBA in Business Analytics,M,Loras College,Campus,36,Not Available,http://www.loras.edu/academics/graduate/mba-business-analytics/,42.5041,-90.6802,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.6,17%,2013
Louisiana State University,Louisiana,Baton Rouge,1,Master of Science in Analytics,M,Department of Information Systems & Decision Sciences,Campus,36,Not Available,http://businessanalytics.lsu.edu/,30.5521,-91.1967,United States of America,26.8,26.1,27.7,46.54,67.6,"28,116",20.1,6%,2016
Loyola University Chicago,Illinois,Chicago,2,Graduate Certificate in Business Intelligence and Data Warehousing,C,Quinlan School of Business,Campus,15,Not Available,http://www.luc.edu/quinlan/mba/academics/certificates-data-warehousing/,41.9992,-87.6574,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Loyola University Chicago,Illinois,Chicago,2,M.S. in Applied Statistics,M,Mathematics and Statistics,Campus,29,"math, statistics",http://www.luc.edu/quinlan/certificates/index.shtml,41.9992,-87.6574,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",12.39,17%,2013
Loyola University Maryland,Maryland,Baltimore,1,Master of Science in Data Science,M,Computer Science Department,"Online or 
Campus",31,"statistics, math, computer science",http://www.loyola.edu/academics/data-science,39.346,-76.6234,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",5.27,17%,2013
Manhattan College,New York,Riverdale,1,M.S. in Applied Mathematics - Data Analytics,M,School of Science,Campus,30,Not Available,http://manhattan.edu/academics/science/math/graduate-programs,40.8898,-73.9019,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Marist College,New York,Poughkeepsie,1,Advanced Certificate in Business Analytics,C,School of Computer Science and Mathematics,Online,12,Not Available,http://www.marist.edu/admission/graduate/business-analytics/,41.722,-73.9343,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",9.13,17%,2013
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,92.9,82,89,94.3,93,"11,074",10.93,33%,2014
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,89.4,84,88.6,95.4,92,"11,074",10.93,33%,2016
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,92.9,81.6,89.2,92.9,93.1,"11,074",10.93,33%,2013
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,89.1,84.3,88.2,95.7,91.9,"11,074",10.93,33%,2015
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,97.8,82.3,91.4,87.5,95.6,"11,074",10.93,33%,2011
Massachusetts Institute of Technology,Massachusetts,Cambridge,1,Master of Business Analytics,M,Sloan School of Management,Campus,24,"math, statistics, computer science",http://mitsloan.mit.edu/master-of-business-analytics/,42.3601,-71.0921,United States of America,92.7,79.2,87.4,94.4,92.3,"11,074",10.93,33%,2012
Medical University of South Carolina,South Carolina,Charleston,1,Master of Science in Health Informatics,M,College of Health Professions,Online,36,Not Available,http://academicdepartments.musc.edu/chp/MSHI/,32.786,-79.9469,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",11.56,17%,2013
Mercer University,Georgia,Macon,1,M.S. In Business Analytics,M,Stetson School of Business and Economics,Campus,36,Not Available,http://business.mercer.edu/programs/business-analytics/,32.8297,-83.651,United States of America,55.9,44.56,52.23,46.54,67.6,"24,349",15.8,17%,2013
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,51.1,55,49.4,31.7,57.3,"44,750",14.43,15%,2015
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,47.4,34,49.6,28,54.4,"44,750",14.43,15%,2012
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,47.3,56.4,52.6,32.2,58,"44,750",14.43,15%,2016
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,51.8,36.8,56.8,32.6,58.3,"44,750",14.43,15%,2013
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,50,52.6,49.1,32,55.9,"44,750",14.43,15%,2014
Michigan State University,Michigan,East Lansing,2,M.S. - Business Analytics,M,Broad College of Business,Campus,32,Not Available,http://broad.msu.edu/businessanalytics/,42.7248,-84.4736,United States of America,50.4,30.4,52.7,46.54,54.5,"44,750",14.43,15%,2011
Michigan State University,Michigan,East Lansing,2,Master of Science in Applied Statistics,M,Department of Statistics and Probability (College of Natural Sciences),Campus,33,"math, statistics",http://accounting.broad.msu.edu/welcome/ms-business-analytics/admission-requirements/,42.7248,-84.4736,United States of America,51.1,55,49.4,31.7,57.3,"44,750",14.43,15%,2015
Michigan State University,Michigan,East Lansing,2,Master of Science in Applied Statistics,M,Department of Statistics and Probability (College of Natural Sciences),Campus,33,"math, statistics",http://accounting.broad.msu.edu/welcome/ms-business-analytics/admission-requirements/,42.7248,-84.4736,United States of America,47.4,34,49.6,28,54.4,"44,750",14.43,15%,2012
